---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;storage;display;value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
variable;name;type;format;label;variable;label;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;17;2;Trustee;0;0;0;;;;;;30;11;1;;;;;;;;;;;;;;;;0;;7;Baseline;161;0;;0;8
4;6;3;Investor;8;16;0;;;;;;13;30;7;;;;;;;;;;;;;;;;0;;7;Baseline;150;0;;0;0
4;23;3;Trustee;8;0;0;;;;;;30;5;1;;;;;;;;;;;;;;;;0;;7;Baseline;167;0;;0;32
4;5;4;Trustee;0;0;0;;;;;;30;6;3;;;;;;;;;;;;;;;;0;;7;Baseline;149;0;;0;8
4;7;4;Investor;0;0;0;;;;;;5;30;1;;;;;;;;;;;;;;;;0;;7;Baseline;151;0;;0;8
4;16;5;Trustee;5;0;0;;;;;;30;15;1;;;;;;;;;;;;;;;;0;;7;Baseline;160;0;;0;23
4;14;5;Investor;5;7;0;;;;;;14;30;3;;;;;;;;;;;;;;;;0;;7;Baseline;158;0;;0;3
4;13;6;Trustee;4;0;0;;;;;;30;4;2;;;;;;;;;;;;;;;;0;;7;Baseline;157;0;;0;20
4;15;6;Investor;4;10;0;;;;;;16;30;5;;;;;;;;;;;;;;;;0;;7;Baseline;159;0;;0;4
5;23;1;Trustee;4;0;0;;;;;;30;6;1;;;;;;;;;;;;;;;;0;;7;Baseline;167;0;;0;20
5;14;1;Investor;4;6;0;;;;;;7;30;3;;;;;;;;;;;;;;;;0;;7;Baseline;158;0;;0;4
5;2;2;Investor;2;2;0;;;;;;6;30;3;;;;;;;;;;;;;;;;0;;7;Baseline;146;0;;0;6
5;5;2;Trustee;2;0;0;;;;;;30;8;2;;;;;;;;;;;;;;;;0;;7;Baseline;149;0;;0;14
5;22;3;Investor;5;5;8;;;;;;14;30;8;;;;;;;;;;;;;;;;0;;7;Baseline;166;0;;0.5333334;11
5;17;3;Trustee;5;0;8;;;;;;30;23;3;;;;;;;;;;;;;;;;0;;7;Baseline;161;0;;0.5333334;15
5;24;4;Trustee;6;0;12;;;;;;30;19;5;;;;;;;;;;;;;;;;0;;7;Baseline;168;0;;0.6666667;14
5;6;4;Investor;6;10;12;;;;;;39;30;11;;;;;;;;;;;;;;;;0;;7;Baseline;150;0;;0.6666667;14
5;15;5;Investor;0;0;0;;;;;;6;30;15;;;;;;;;;;;;;;;;0;;7;Baseline;159;0;;0;8
5;13;5;Trustee;0;0;0;;;;;;30;5;1;;;;;;;;;;;;;;;;0;;7;Baseline;157;0;;0;8
5;7;6;Investor;1;2;0;;;;;;4;30;4;;;;;;;;;;;;;;;;0;;7;Baseline;151;0;;0;7
5;16;6;Trustee;1;0;0;;;;;;30;8;2;;;;;;;;;;;;;;;;0;;7;Baseline;160;0;;0;11
6;13;1;Trustee;0;0;0;;;;;;30;7;2;;;;;;;;;;;;;;;;0;;7;Baseline;157;0;;0;8
6;7;1;Investor;0;0;0;;;;;;3;30;1;;;;;;;;;;;;;;;;0;;7;Baseline;151;0;;0;8
6;14;2;Investor;3;4;6;;;;;;6;30;4;;;;;;;;;;;;;;;;0;;7;Baseline;158;0;;0.6666667;11
6;24;2;Trustee;3;0;6;;;;;;30;9;1;;;;;;;;;;;;;;;;0;;7;Baseline;168;0;;0.6666667;11
6;2;3;Investor;0;0;0;;;;;;5;30;2;;;;;;;;;;;;;;;;0;;7;Baseline;146;0;;0;8
6;5;3;Trustee;0;0;0;;;;;;30;2;1;;;;;;;;;;;;;;;;0;;7;Baseline;149;0;;0;8
6;22;4;Investor;2;6;3;;;;;;9;30;7;;;;;;;;;;;;;;;;0;;7;Baseline;166;0;;0.5;9
6;17;4;Trustee;2;0;3;;;;;;30;18;10;;;;;;;;;;;;;;;;0;;7;Baseline;161;0;;0.5;11
6;6;5;Investor;6;12;0;;;;;;15;30;7;;;;;;;;;;;;;;;;0;;7;Baseline;150;0;;0;2
6;23;5;Trustee;6;0;0;;;;;;30;2;29;;;;;;;;;;;;;;;;0;;7;Baseline;167;0;;0;26
6;16;6;Trustee;0;0;0;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;7;Baseline;160;0;;0;8
6;15;6;Investor;0;0;0;;;;;;14;30;3;;;;;;;;;;;;;;;;0;;7;Baseline;159;0;;0;8
7;2;1;Investor;0;0;0;;;;;;6;30;2;;;;;;;;;;;;;;;;0;;7;Baseline;146;0;;0;8
7;23;1;Trustee;0;0;0;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;7;Baseline;167;0;;0;8
7;16;2;Trustee;6;0;0;;;;;;30;19;3;;;;;;;;;;;;;;;;0;;7;Baseline;160;0;;0;26
7;6;2;Investor;6;12;0;;;;;;12;30;5;;;;;;;;;;;;;;;;0;;7;Baseline;150;0;;0;2
7;14;3;Investor;4;6;0;;;;;;15;30;2;;;;;;;;;;;;;;;;0;;7;Baseline;158;0;;0;4
7;5;3;Trustee;4;0;0;;;;;;30;6;2;;;;;;;;;;;;;;;;0;;7;Baseline;149;0;;0;20
7;24;4;Trustee;3;0;6;;;;;;30;7;2;;;;;;;;;;;;;;;;0;;7;Baseline;168;0;;0.6666667;11
7;22;4;Investor;3;4;6;;;;;;6;30;6;;;;;;;;;;;;;;;;0;;7;Baseline;166;0;;0.6666667;11
7;7;5;Investor;0;0;0;;;;;;5;30;1;;;;;;;;;;;;;;;;0;;7;Baseline;151;0;;0;8
7;13;5;Trustee;0;0;0;;;;;;30;4;1;;;;;;;;;;;;;;;;0;;7;Baseline;157;0;;0;8
7;17;6;Trustee;2;0;3;;;;;;30;6;1;;;;;;;;;;;;;;;;0;;7;Baseline;161;0;;0.5;11
7;15;6;Investor;2;7;3;;;;;;23;30;15;;;;;;;;;;;;;;;;0;;7;Baseline;159;0;;0.5;9
8;24;1;Trustee;0;0;0;;;;;;30;9;1;;;;;;;;;;;;;;;;0;;7;Baseline;168;0;;0;8
8;7;1;Investor;0;0;0;;;;;;1;30;1;;;;;;;;;;;;;;;;0;;7;Baseline;151;0;;0;8
8;6;2;Investor;0;0;0;;;;;;6;30;5;;;;;;;;;;;;;;;;0;;7;Baseline;150;0;;0;8
8;23;2;Trustee;0;0;0;;;;;;30;7;3;;;;;;;;;;;;;;;;0;;7;Baseline;167;0;;0;8
8;15;3;Investor;4;6;0;;;;;;23;30;6;;;;;;;;;;;;;;;;0;;7;Baseline;159;0;;0;4
8;5;3;Trustee;4;0;0;;;;;;30;4;2;;;;;;;;;;;;;;;;0;;7;Baseline;149;0;;0;20
8;17;4;Trustee;5;0;7;;;;;;30;24;9;;;;;;;;;;;;;;;;0;;7;Baseline;161;0;;0.4666667;16
8;22;4;Investor;5;6;7;;;;;;8;30;6;;;;;;;;;;;;;;;;0;;7;Baseline;166;0;;0.4666667;10
8;16;5;Trustee;3;0;0;;;;;;30;6;1;;;;;;;;;;;;;;;;0;;7;Baseline;160;0;;0;17
8;14;5;Investor;3;6;0;;;;;;20;30;6;;;;;;;;;;;;;;;;0;;7;Baseline;158;0;;0;5
8;13;6;Trustee;2;0;0;;;;;;30;5;2;;;;;;;;;;;;;;;;0;;7;Baseline;157;0;;0;14
8;2;6;Investor;2;2;0;;;;;;6;30;3;;;;;;;;;;;;;;;;0;;7;Baseline;146;0;;0;6
9;15;1;Investor;0;0;0;;;;;;6;30;4;;;;;;;;;;;;;;;;0;;7;Baseline;159;0;;0;8
9;24;1;Trustee;0;0;0;;;;;;30;2;1;;;;;;;;;;;;;;;;0;;7;Baseline;168;0;;0;8
9;2;2;Investor;0;0;0;;;;;;4;30;2;;;;;;;;;;;;;;;;0;;7;Baseline;146;0;;0;8
9;13;2;Trustee;0;0;0;;;;;;30;2;2;;;;;;;;;;;;;;;;0;;7;Baseline;157;0;;0;8
9;6;3;Investor;0;0;0;;;;;;7;30;3;;;;;;;;;;;;;;;;0;;7;Baseline;150;0;;0;8
9;17;3;Trustee;0;0;0;;;;;;30;6;2;;;;;;;;;;;;;;;;0;;7;Baseline;161;0;;0;8
9;16;4;Trustee;2;0;0;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;7;Baseline;160;0;;0;14
9;14;4;Investor;2;3;0;;;;;;6;30;2;;;;;;;;;;;;;;;;0;;7;Baseline;158;0;;0;6
9;5;5;Trustee;0;0;0;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;7;Baseline;149;0;;0;8
9;7;5;Investor;0;0;0;;;;;;8;30;1;;;;;;;;;;;;;;;;0;;7;Baseline;151;0;;0;8
9;22;6;Investor;8;6;0;;;;;;6;30;5;;;;;;;;;;;;;;;;0;;7;Baseline;166;0;;0;0
9;23;6;Trustee;8;0;0;;;;;;30;3;0;;;;;;;;;;;;;;;;0;;7;Baseline;167;0;;0;32
10;17;1;Trustee;0;0;0;;;;;;30;7;1;;;;;;;;;;;;;;;;0;;7;Baseline;161;0;;0;8
10;22;1;Investor;0;4;0;;;;;;6;30;15;;;;;;;;;;;;;;;;0;;7;Baseline;166;0;;0;8
10;23;2;Trustee;4;0;0;;;;;;30;12;5;;;;;;;;;;;;;;;;0;;7;Baseline;167;0;;0;20
10;6;2;Investor;4;6;0;;;;;;6;30;4;;;;;;;;;;;;;;;;0;;7;Baseline;150;0;;0;4
10;2;3;Investor;0;0;0;;;;;;4;30;2;;;;;;;;;;;;;;;;0;;7;Baseline;146;0;;0;8
10;24;3;Trustee;0;0;0;;;;;;30;2;1;;;;;;;;;;;;;;;;0;;7;Baseline;168;0;;0;8
10;16;4;Trustee;0;0;0;;;;;;30;6;1;;;;;;;;;;;;;;;;0;;7;Baseline;160;0;;0;8
10;15;4;Investor;0;0;0;;;;;;7;30;2;;;;;;;;;;;;;;;;0;;7;Baseline;159;0;;0;8
10;14;5;Investor;2;3;0;;;;;;7;30;4;;;;;;;;;;;;;;;;0;;7;Baseline;158;0;;0;6
10;5;5;Trustee;2;0;0;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;7;Baseline;149;0;;0;14
10;7;6;Investor;0;0;0;;;;;;1;30;1;;;;;;;;;;;;;;;;0;;7;Baseline;151;0;;0;8
10;13;6;Trustee;0;0;0;;;;;;30;2;2;;;;;;;;;;;;;;;;0;;7;Baseline;157;0;;0;8
1;11;1;Trustee;8;0;8;;;;;;30;21;5;;;;;;;;;;;;;;;;0;;8;Baseline;179;0;;0.3333333;24
1;9;1;Investor;8;10;8;;;;;;13;30;11;;;;;;;;;;;;;;;;0;;8;Baseline;177;0;;0.3333333;8
1;7;2;Investor;8;12;16;;;;;;18;30;13;;;;;;;;;;;;;;;;0;;8;Baseline;175;0;;0.6666667;16
1;12;2;Trustee;8;0;16;;;;;;30;11;2;;;;;;;;;;;;;;;;0;;8;Baseline;180;0;;0.6666667;16
1;6;3;Investor;5;7;7;;;;;;14;30;6;;;;;;;;;;;;;;;;0;;8;Baseline;174;0;;0.4666667;10
1;10;3;Trustee;5;0;7;;;;;;30;30;9;;;;;;;;;;;;;;;;0;;8;Baseline;178;0;;0.4666667;16
1;4;4;Investor;8;12;0;;;;;;36;30;6;;;;;;;;;;;;;;;;0;;8;Baseline;172;0;;0;0
1;2;4;Trustee;8;0;0;;;;;;30;26;9;;;;;;;;;;;;;;;;0;;8;Baseline;170;0;;0;32
1;5;5;Investor;3;3;8;;;;;;16;30;16;;;;;;;;;;;;;;;;0;;8;Baseline;173;0;;0.8888889;13
1;3;5;Trustee;3;0;8;;;;;;30;32;14;;;;;;;;;;;;;;;;0;;8;Baseline;171;0;;0.8888889;9
1;1;6;Investor;3;9;15;;;;;;44;30;10;;;;;;;;;;;;;;;;0;;8;Baseline;169;0;;1.666667;20
1;8;6;Trustee;3;0;15;;;;;;30;19;12;;;;;;;;;;;;;;;;0;;8;Baseline;176;0;;1.666667;2
2;3;1;Trustee;8;0;10;;;;;;30;14;1;;;;;;;;;;;;;;;;0;;8;Baseline;171;0;;0.4166667;22
2;9;1;Investor;8;10;10;;;;;;8;30;4;;;;;;;;;;;;;;;;0;;8;Baseline;177;0;;0.4166667;10
2;4;2;Investor;8;12;0;;;;;;5;30;1;;;;;;;;;;;;;;;;0;;8;Baseline;172;0;;0;0
2;2;2;Trustee;8;0;0;;;;;;30;7;2;;;;;;;;;;;;;;;;0;;8;Baseline;170;0;;0;32
2;7;3;Investor;8;14;8;;;;;;8;30;5;;;;;;;;;;;;;;;;0;;8;Baseline;175;0;;0.3333333;8
2;11;3;Trustee;8;0;8;;;;;;30;6;3;;;;;;;;;;;;;;;;0;;8;Baseline;179;0;;0.3333333;24
2;5;4;Investor;3;8;2;;;;;;20;30;6;;;;;;;;;;;;;;;;0;;8;Baseline;173;0;;0.2222222;7
2;8;4;Trustee;3;0;2;;;;;;30;9;6;;;;;;;;;;;;;;;;0;;8;Baseline;176;0;;0.2222222;15
2;10;5;Trustee;5;0;7;;;;;;30;11;3;;;;;;;;;;;;;;;;0;;8;Baseline;178;0;;0.4666667;16
2;6;5;Investor;5;7;7;;;;;;7;30;3;;;;;;;;;;;;;;;;0;;8;Baseline;174;0;;0.4666667;10
2;12;6;Trustee;5;0;0;;;;;;30;15;3;;;;;;;;;;;;;;;;0;;8;Baseline;180;0;;0;23
2;1;6;Investor;5;15;0;;;;;;5;30;14;;;;;;;;;;;;;;;;0;;8;Baseline;169;0;;0;3
3;10;1;Trustee;5;0;7;;;;;;30;5;1;;;;;;;;;;;;;;;;0;;8;Baseline;178;0;;0.4666667;16
3;6;1;Investor;5;7;7;;;;;;6;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;174;0;;0.4666667;10
3;5;2;Investor;4;8;1;;;;;;27;30;3;;;;;;;;;;;;;;;;0;;8;Baseline;173;0;;0.0833333;5
3;8;2;Trustee;4;0;1;;;;;;30;9;4;;;;;;;;;;;;;;;;0;;8;Baseline;176;0;;0.0833333;19
3;9;3;Investor;8;10;10;;;;;;8;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;177;0;;0.4166667;10
3;12;3;Trustee;8;0;10;;;;;;30;8;1;;;;;;;;;;;;;;;;0;;8;Baseline;180;0;;0.4166667;22
3;7;4;Investor;8;14;8;;;;;;11;30;6;;;;;;;;;;;;;;;;0;;8;Baseline;175;0;;0.3333333;8
3;11;4;Trustee;8;0;8;;;;;;30;4;4;;;;;;;;;;;;;;;;0;;8;Baseline;179;0;;0.3333333;24
3;4;5;Investor;0;12;1;;;;;;4;30;3;;;;;;;;;;;;;;;;0;;8;Baseline;172;0;;0;9
3;2;5;Trustee;0;0;1;;;;;;30;22;10;;;;;;;;;;;;;;;;0;;8;Baseline;170;0;;0;7
3;3;6;Trustee;1;0;1;;;;;;30;12;1;;;;;;;;;;;;;;;;0;;8;Baseline;171;0;;0.3333333;10
3;1;6;Investor;1;7;1;;;;;;8;30;5;;;;;;;;;;;;;;;;0;;8;Baseline;169;0;;0.3333333;8
4;7;1;Investor;8;14;8;;;;;;14;30;3;;;;;;;;;;;;;;;;0;;8;Baseline;175;0;;0.3333333;8
4;11;1;Trustee;8;0;8;;;;;;30;10;2;;;;;;;;;;;;;;;;0;;8;Baseline;179;0;;0.3333333;24
4;8;2;Trustee;5;0;1;;;;;;30;17;2;;;;;;;;;;;;;;;;0;;8;Baseline;176;0;;0.0666667;22
4;6;2;Investor;5;7;1;;;;;;8;30;4;;;;;;;;;;;;;;;;0;;8;Baseline;174;0;;0.0666667;4
4;2;3;Trustee;0;0;0;;;;;;30;15;1;;;;;;;;;;;;;;;;0;;8;Baseline;170;0;;0;8
4;1;3;Investor;0;2;0;;;;;;13;30;3;;;;;;;;;;;;;;;;0;;8;Baseline;169;0;;0;8
4;12;4;Trustee;8;0;12;;;;;;30;9;2;;;;;;;;;;;;;;;;0;;8;Baseline;180;0;;0.5;20
4;9;4;Investor;8;10;12;;;;;;5;30;3;;;;;;;;;;;;;;;;0;;8;Baseline;177;0;;0.5;12
4;4;5;Investor;3;12;3;;;;;;14;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;172;0;;0.3333333;8
4;3;5;Trustee;3;0;3;;;;;;30;7;3;;;;;;;;;;;;;;;;0;;8;Baseline;171;0;;0.3333333;14
4;10;6;Trustee;2;0;3;;;;;;30;24;6;;;;;;;;;;;;;;;;0;;8;Baseline;178;0;;0.5;11
4;5;6;Investor;2;1;3;;;;;;13;30;7;;;;;;;;;;;;;;;;0;;8;Baseline;173;0;;0.5;9
5;3;1;Trustee;0;0;0;;;;;;30;5;3;;;;;;;;;;;;;;;;0;;8;Baseline;171;0;;0;8
5;1;1;Investor;0;0;0;;;;;;4;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;169;0;;0;8
5;4;2;Investor;0;0;0;;;;;;4;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;172;0;;0;8
5;8;2;Trustee;0;0;0;;;;;;30;10;2;;;;;;;;;;;;;;;;0;;8;Baseline;176;0;;0;8
5;5;3;Investor;3;5;6;;;;;;13;30;5;;;;;;;;;;;;;;;;0;;8;Baseline;173;0;;0.6666667;11
5;2;3;Trustee;3;0;6;;;;;;30;37;9;;;;;;;;;;;;;;;;0;;8;Baseline;170;0;;0.6666667;11
5;11;4;Trustee;8;0;8;;;;;;30;6;2;;;;;;;;;;;;;;;;0;;8;Baseline;179;0;;0.3333333;24
5;7;4;Investor;8;8;8;;;;;;10;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;175;0;;0.3333333;8
5;12;5;Trustee;8;0;8;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;8;Baseline;180;0;;0.3333333;24
5;9;5;Investor;8;10;8;;;;;;7;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;177;0;;0.3333333;8
5;10;6;Trustee;8;0;12;;;;;;30;18;6;;;;;;;;;;;;;;;;0;;8;Baseline;178;0;;0.5;20
5;6;6;Investor;8;12;12;;;;;;13;30;4;;;;;;;;;;;;;;;;0;;8;Baseline;174;0;;0.5;12
6;8;1;Trustee;8;0;2;;;;;;30;12;5;;;;;;;;;;;;;;;;0;;8;Baseline;176;0;;0.0833333;30
6;6;1;Investor;8;12;2;;;;;;9;30;6;;;;;;;;;;;;;;;;0;;8;Baseline;174;0;;0.0833333;2
6;4;2;Investor;3;7;3;;;;;;8;30;4;;;;;;;;;;;;;;;;0;;8;Baseline;172;0;;0.3333333;8
6;11;2;Trustee;3;0;3;;;;;;30;22;1;;;;;;;;;;;;;;;;0;;8;Baseline;179;0;;0.3333333;14
6;7;3;Investor;8;8;16;;;;;;9;30;4;;;;;;;;;;;;;;;;0;;8;Baseline;175;0;;0.6666667;16
6;12;3;Trustee;8;0;16;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;8;Baseline;180;0;;0.6666667;16
6;10;4;Trustee;0;0;0;;;;;;30;14;2;;;;;;;;;;;;;;;;0;;8;Baseline;178;0;;0;8
6;1;4;Investor;0;0;0;;;;;;8;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;169;0;;0;8
6;9;5;Investor;8;10;12;;;;;;5;30;4;;;;;;;;;;;;;;;;0;;8;Baseline;177;0;;0.5;12
6;3;5;Trustee;8;0;12;;;;;;30;8;0;;;;;;;;;;;;;;;;0;;8;Baseline;171;0;;0.5;20
6;2;6;Trustee;4;0;7;;;;;;30;31;6;;;;;;;;;;;;;;;;0;;8;Baseline;170;0;;0.5833333;13
6;5;6;Investor;4;3;7;;;;;;10;30;5;;;;;;;;;;;;;;;;0;;8;Baseline;173;0;;0.5833333;11
7;8;1;Trustee;4;0;2;;;;;;30;6;1;;;;;;;;;;;;;;;;0;;8;Baseline;176;0;;0.1666667;18
7;5;1;Investor;4;5;2;;;;;;5;30;3;;;;;;;;;;;;;;;;0;;8;Baseline;173;0;;0.1666667;6
7;4;2;Investor;0;0;0;;;;;;3;30;0;;;;;;;;;;;;;;;;0;;8;Baseline;172;0;;0;8
7;12;2;Trustee;0;0;0;;;;;;30;13;2;;;;;;;;;;;;;;;;0;;8;Baseline;180;0;;0;8
7;9;3;Investor;8;10;12;;;;;;5;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;177;0;;0.5;12
7;3;3;Trustee;8;0;12;;;;;;30;4;0;;;;;;;;;;;;;;;;0;;8;Baseline;171;0;;0.5;20
7;2;4;Trustee;0;0;0;;;;;;30;6;2;;;;;;;;;;;;;;;;0;;8;Baseline;170;0;;0;8
7;1;4;Investor;0;0;0;;;;;;5;30;1;;;;;;;;;;;;;;;;0;;8;Baseline;169;0;;0;8
7;6;5;Investor;8;12;12;;;;;;11;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;174;0;;0.5;12
7;10;5;Trustee;8;0;12;;;;;;30;13;10;;;;;;;;;;;;;;;;0;;8;Baseline;178;0;;0.5;20
7;7;6;Investor;8;16;8;;;;;;8;30;1;;;;;;;;;;;;;;;;0;;8;Baseline;175;0;;0.3333333;8
7;11;6;Trustee;8;0;8;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;8;Baseline;179;0;;0.3333333;24
8;2;1;Trustee;6;0;0;;;;;;30;26;4;;;;;;;;;;;;;;;;0;;8;Baseline;170;0;;0;26
8;5;1;Investor;6;1;0;;;;;;8;30;4;;;;;;;;;;;;;;;;0;;8;Baseline;173;0;;0;2
8;4;2;Investor;0;0;0;;;;;;5;30;1;;;;;;;;;;;;;;;;0;;8;Baseline;172;0;;0;8
8;12;2;Trustee;0;0;0;;;;;;30;4;1;;;;;;;;;;;;;;;;0;;8;Baseline;180;0;;0;8
8;6;3;Investor;8;12;12;;;;;;8;30;3;;;;;;;;;;;;;;;;0;;8;Baseline;174;0;;0.5;12
8;10;3;Trustee;8;0;12;;;;;;30;13;1;;;;;;;;;;;;;;;;0;;8;Baseline;178;0;;0.5;20
8;11;4;Trustee;8;0;0;;;;;;30;10;1;;;;;;;;;;;;;;;;0;;8;Baseline;179;0;;0;32
8;9;4;Investor;8;10;0;;;;;;6;30;5;;;;;;;;;;;;;;;;0;;8;Baseline;177;0;;0;0
8;8;5;Trustee;8;0;1;;;;;;30;11;3;;;;;;;;;;;;;;;;0;;8;Baseline;176;0;;0.0416667;31
8;7;5;Investor;8;8;1;;;;;;3;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;175;0;;0.0416667;1
8;1;6;Investor;0;0;0;;;;;;7;30;3;;;;;;;;;;;;;;;;0;;8;Baseline;169;0;;0;8
8;3;6;Trustee;0;0;0;;;;;;30;3;0;;;;;;;;;;;;;;;;0;;8;Baseline;171;0;;0;8
9;6;1;Investor;8;12;16;;;;;;8;30;4;;;;;;;;;;;;;;;;0;;8;Baseline;174;0;;0.6666667;16
9;2;1;Trustee;8;0;16;;;;;;30;14;8;;;;;;;;;;;;;;;;0;;8;Baseline;170;0;;0.6666667;16
9;9;2;Investor;8;10;0;;;;;;7;30;6;;;;;;;;;;;;;;;;0;;8;Baseline;177;0;;0;0
9;3;2;Trustee;8;0;0;;;;;;30;5;1;;;;;;;;;;;;;;;;0;;8;Baseline;171;0;;0;32
9;7;3;Investor;8;8;15;;;;;;3;30;1;;;;;;;;;;;;;;;;0;;8;Baseline;175;0;;0.625;15
9;12;3;Trustee;8;0;15;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;8;Baseline;180;0;;0.625;17
9;8;4;Trustee;0;0;0;;;;;;30;7;2;;;;;;;;;;;;;;;;0;;8;Baseline;176;0;;0;8
9;1;4;Investor;0;0;0;;;;;;5;30;3;;;;;;;;;;;;;;;;0;;8;Baseline;169;0;;0;8
9;4;5;Investor;0;0;0;;;;;;4;30;1;;;;;;;;;;;;;;;;0;;8;Baseline;172;0;;0;8
9;11;5;Trustee;0;0;0;;;;;;30;4;1;;;;;;;;;;;;;;;;0;;8;Baseline;179;0;;0;8
9;5;6;Investor;0;0;0;;;;;;8;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;173;0;;0;8
9;10;6;Trustee;0;0;0;;;;;;30;5;1;;;;;;;;;;;;;;;;0;;8;Baseline;178;0;;0;8
10;8;1;Trustee;8;0;1;;;;;;30;6;6;;;;;;;;;;;;;;;;0;;8;Baseline;176;0;;0.0416667;31
10;7;1;Investor;8;8;1;;;;;;6;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;175;0;;0.0416667;1
10;4;2;Investor;0;0;0;;;;;;4;30;2;;;;;;;;;;;;;;;;0;;8;Baseline;172;0;;0;8
10;12;2;Trustee;0;0;0;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;8;Baseline;180;0;;0;8
10;1;3;Investor;0;0;0;;;;;;4;30;11;;;;;;;;;;;;;;;;0;;8;Baseline;169;0;;0;8
10;2;3;Trustee;0;0;0;;;;;;30;15;2;;;;;;;;;;;;;;;;0;;8;Baseline;170;0;;0;8
10;3;4;Trustee;8;0;8;;;;;;30;8;0;;;;;;;;;;;;;;;;0;;8;Baseline;171;0;;0.3333333;24
10;9;4;Investor;8;10;8;;;;;;5;30;0;;;;;;;;;;;;;;;;0;;8;Baseline;177;0;;0.3333333;8
10;6;5;Investor;8;12;0;;;;;;8;30;4;;;;;;;;;;;;;;;;0;;8;Baseline;174;0;;0;0
10;11;5;Trustee;8;0;0;;;;;;30;4;0;;;;;;;;;;;;;;;;0;;8;Baseline;179;0;;0;32
10;5;6;Investor;3;0;4;;;;;;7;30;3;;;;;;;;;;;;;;;;0;;8;Baseline;173;0;;0.4444444;9
10;10;6;Trustee;3;0;4;;;;;;30;14;5;;;;;;;;;;;;;;;;0;;8;Baseline;178;0;;0.4444444;13
1;5;1;Investor;8;12;0;;;;;;19;30;3;;;;;;;;;;;;;;;;0;;9;Baseline;197;0;;0;0
1;7;1;Trustee;8;0;0;;;;;;30;21;2;;;;;;;;;;;;;;;;0;;9;Baseline;199;0;;0;32
1;1;2;Trustee;3;0;6;;;;;;30;47;6;;;;;;;;;;;;;;;;0;;9;Baseline;193;0;;0.6666667;11
1;10;2;Investor;3;3;6;;;;;;19;30;8;;;;;;;;;;;;;;;;0;;9;Baseline;202;0;;0.6666667;11
1;11;3;Trustee;5;0;6;;;;;;30;11;5;;;;;;;;;;;;;;;;0;;9;Baseline;203;0;;0.4;17
1;3;3;Investor;5;8;6;;;;;;21;30;5;;;;;;;;;;;;;;;;0;;9;Baseline;195;0;;0.4;9
1;12;4;Investor;2;2;3;;;;;;29;30;8;;;;;;;;;;;;;;;;0;;9;Baseline;204;0;;0.5;9
1;2;4;Trustee;2;0;3;;;;;;30;20;4;;;;;;;;;;;;;;;;0;;9;Baseline;194;0;;0.5;11
1;8;5;Investor;8;0;0;;;;;;11;30;4;;;;;;;;;;;;;;;;0;;9;Baseline;200;0;;0;0
1;9;5;Trustee;8;0;0;;;;;;30;14;8;;;;;;;;;;;;;;;;0;;9;Baseline;201;0;;0;32
1;4;6;Investor;4;2;4;;;;;;22;30;9;;;;;;;;;;;;;;;;0;;9;Baseline;196;0;;0.3333333;8
1;6;6;Trustee;4;0;4;;;;;;30;20;3;;;;;;;;;;;;;;;;0;;9;Baseline;198;0;;0.3333333;16
2;1;1;Trustee;8;0;16;;;;;;30;12;2;;;;;;;;;;;;;;;;0;;9;Baseline;193;0;;0.6666667;16
2;5;1;Investor;8;0;16;;;;;;26;30;3;;;;;;;;;;;;;;;;0;;9;Baseline;197;0;;0.6666667;16
2;3;2;Investor;5;8;5;;;;;;8;30;4;;;;;;;;;;;;;;;;0;;9;Baseline;195;0;;0.3333333;8
2;2;2;Trustee;5;0;5;;;;;;30;16;2;;;;;;;;;;;;;;;;0;;9;Baseline;194;0;;0.3333333;18
2;11;3;Trustee;3;0;1;;;;;;30;17;1;;;;;;;;;;;;;;;;0;;9;Baseline;203;0;;0.1111111;16
